基金代码,基金名称,基金公司,固收+类型,股票仓位(%),债券贡献(%),加的贡献(%),90天规模变化(%),易方达/鹏华
017621.OF,易方达富惠C,易方达基金,纯债/其他,0.0,0,0,0.0,是
017511.OF,鹏华稳健回报C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
017340.OF,易方达汇智平衡养老(FOF)Y,易方达基金,纯债/其他,0.0,0,0,0.0,是
017339.OF,易方达汇欣平衡养老三年持有Y,易方达基金,纯债/其他,0.0,0,0,0.0,是
017331.OF,易方达汇康稳健养老目标一年持有Y,易方达基金,纯债/其他,0.0,0,0,0.0,是
017381.OF,鹏华养老2045三年Y,鹏华基金,纯债/其他,0.0,0,0,0.0,是
017316.OF,易方达汇诚养老2038三年Y,易方达基金,纯债/其他,0.0,0,0,0.0,是
017380.OF,鹏华养老2035三年Y,鹏华基金,纯债/其他,0.0,0,0,0.0,是
017297.OF,易方达汇诚养老2033三年Y,易方达基金,纯债/其他,0.0,0,0,0.0,是
017255.OF,易方达汇智稳健养老一年Y,易方达基金,纯债/其他,0.0,0,0,0.0,是
017239.OF,鹏华长治稳健养老目标一年持有期Y,鹏华基金,纯债/其他,0.0,0,0,0.0,是
017253.OF,易方达汇诚养老2043三年Y,易方达基金,纯债/其他,0.0,0,0,0.0,是
015262.OF,易方达如意兴安一年持有C,易方达基金,纯债/其他,0.0,0,0,0.0,是
015261.OF,易方达如意兴安一年持有A,易方达基金,纯债/其他,0.0,0,0,0.0,是
017156.OF,易方达岁丰添利C,易方达基金,纯债/其他,0.0,0,0,0.0,是
015260.OF,鹏华永鑫一年定开,鹏华基金,纯债/其他,0.0,0,0,0.0,是
015530.OF,鹏华稳福中短债A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
015532.OF,鹏华稳福中短债E,鹏华基金,纯债/其他,0.0,0,0,0.0,是
015531.OF,鹏华稳福中短债C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
501222.SH,如意招享FOF,易方达基金,纯债/其他,0.0,0,0,0.0,是
016950.OF,鹏华睿投C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
016329.OF,鹏华创兴增利A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
016331.OF,鹏华创兴增利D,鹏华基金,纯债/其他,0.0,0,0,0.0,是
016330.OF,鹏华创兴增利C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
015256.OF,鹏华畅享A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
015257.OF,鹏华畅享C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
016699.OF,易方达丰和C,易方达基金,纯债/其他,0.0,0,0,0.0,是
016609.OF,鹏华丰启,鹏华基金,纯债/其他,0.0,0,0,0.0,是
014722.OF,易方达汇欣平衡养老三年持有A,易方达基金,纯债/其他,0.0,0,0,0.0,是
016594.OF,易方达安心回馈C,易方达基金,纯债/其他,0.0,0,0,0.0,是
015084.OF,易方达优势驱动一年持有C,易方达基金,纯债/其他,0.0,0,0,0.0,是
016245.OF,易方达汇康稳健养老目标一年持有A,易方达基金,纯债/其他,0.0,0,0,0.0,是
015083.OF,易方达优势驱动一年持有A,易方达基金,纯债/其他,0.0,0,0,0.0,是
016562.OF,鹏华精选成长C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
016344.OF,易方达裕惠回报C,易方达基金,纯债/其他,0.0,0,0,0.0,是
016479.OF,易方达裕丰回报C,易方达基金,纯债/其他,0.0,0,0,0.0,是
015088.OF,易方达优势先锋一年持有C,易方达基金,纯债/其他,0.0,0,0,0.0,是
015027.OF,鹏华增华C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
015087.OF,易方达优势先锋一年持有A,易方达基金,纯债/其他,0.0,0,0,0.0,是
015026.OF,鹏华增华A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
015653.OF,鹏华永平6个月定开,鹏华基金,纯债/其他,0.0,0,0,0.0,是
016067.OF,鹏华新能源汽车A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
016068.OF,鹏华新能源汽车C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
015259.OF,鹏华稳享一年持有C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
015258.OF,鹏华稳享一年持有A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
014562.OF,易方达品质动能三年持有A,易方达基金,纯债/其他,0.0,0,0,0.0,是
014563.OF,易方达品质动能三年持有C,易方达基金,纯债/其他,0.0,0,0,0.0,是
015090.OF,易方达优势长兴三个月持有A,易方达基金,纯债/其他,0.0,0,0,0.0,是
014314.OF,鹏华创新增长一年持有C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
015945.OF,易方达国防军工C,易方达基金,纯债/其他,0.0,0,0,0.0,是
014313.OF,鹏华创新增长一年持有A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
015091.OF,易方达优势长兴三个月持有C,易方达基金,纯债/其他,0.0,0,0,0.0,是
015822.OF,易方达同业存单指数7天持有,易方达基金,纯债/其他,0.0,0,0,0.0,是
013603.OF,易方达均衡优选一年持有A,易方达基金,纯债/其他,0.0,0,0,0.0,是
013604.OF,易方达均衡优选一年持有C,易方达基金,纯债/其他,0.0,0,0,0.0,是
015125.OF,易方达悦鑫一年持有A,易方达基金,纯债/其他,0.0,0,0,0.0,是
015126.OF,易方达悦鑫一年持有C,易方达基金,纯债/其他,0.0,0,0,0.0,是
013538.OF,鹏华永宁3个月定开,鹏华基金,纯债/其他,0.0,0,0,0.0,是
161133.SZ,优势回报FOF-LOF,易方达基金,纯债/其他,0.0,0,0,0.0,是
013775.OF,易方达趋势优选C,易方达基金,纯债/其他,0.0,0,0,0.0,是
013774.OF,易方达趋势优选A,易方达基金,纯债/其他,0.0,0,0,0.0,是
014316.OF,鹏华双季享180天持有C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
014315.OF,鹏华双季享180天持有A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
014904.OF,易方达悦稳一年持有A,易方达基金,纯债/其他,0.0,0,0,0.0,是
014905.OF,易方达悦稳一年持有C,易方达基金,纯债/其他,0.0,0,0,0.0,是
012795.OF,易方达裕兴3个月定开,易方达基金,纯债/其他,0.0,0,0,0.0,是
013335.OF,鹏华价值远航6个月持有C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
013334.OF,鹏华价值远航6个月持有A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
014728.OF,易方达成长动力C,易方达基金,纯债/其他,0.0,0,0,0.0,是
014727.OF,易方达成长动力A,易方达基金,纯债/其他,0.0,0,0,0.0,是
014757.OF,鹏华成长领航两年持有C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
014756.OF,鹏华成长领航两年持有A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
012923.OF,易方达全球成长精选美元现汇C,易方达基金,纯债/其他,0.0,0,0,0.0,是
012920.OF,易方达全球成长精选A,易方达基金,纯债/其他,0.0,0,0,0.0,是
012921.OF,易方达全球成长精选美元现汇A,易方达基金,纯债/其他,0.0,0,0,0.0,是
012922.OF,易方达全球成长精选C,易方达基金,纯债/其他,0.0,0,0,0.0,是
012076.OF,易方达稳健添利C,易方达基金,纯债/其他,0.0,0,0,0.0,是
012075.OF,易方达稳健添利A,易方达基金,纯债/其他,0.0,0,0,0.0,是
014618.OF,易方达如意安和一年持有C,易方达基金,纯债/其他,0.0,0,0,0.0,是
014617.OF,易方达如意安和一年持有A,易方达基金,纯债/其他,0.0,0,0,0.0,是
014446.OF,鹏华稳瑞中短债A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
013534.OF,鹏华沃鑫A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
013535.OF,鹏华沃鑫C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
014437.OF,鹏华同业存单指数7天持有,鹏华基金,纯债/其他,0.0,0,0,0.0,是
012653.OF,易方达优势领航六个月持有C,易方达基金,纯债/其他,0.0,0,0,0.0,是
012652.OF,易方达优势领航六个月持有A,易方达基金,纯债/其他,0.0,0,0,0.0,是
014160.OF,易方达悦融一年持有A,易方达基金,纯债/其他,0.0,0,0,0.0,是
014161.OF,易方达悦融一年持有C,易方达基金,纯债/其他,0.0,0,0,0.0,是
013497.OF,易方达裕华利率债3个月定开,易方达基金,纯债/其他,0.0,0,0,0.0,是
014275.OF,易方达北交所精选两年定开A,易方达基金,纯债/其他,0.0,0,0,0.0,是
014276.OF,易方达北交所精选两年定开C,易方达基金,纯债/其他,0.0,0,0,0.0,是
011688.OF,易方达龙头优选两年持有C,易方达基金,纯债/其他,0.0,0,0,0.0,是
011687.OF,易方达龙头优选两年持有A,易方达基金,纯债/其他,0.0,0,0,0.0,是
013809.OF,易方达稳悦120天滚动持有短债C,易方达基金,纯债/其他,0.0,0,0,0.0,是
013808.OF,易方达稳悦120天滚动持有短债A,易方达基金,纯债/其他,0.0,0,0,0.0,是
013519.OF,易方达汇智平衡养老(FOF)A,易方达基金,纯债/其他,0.0,0,0,0.0,是
012112.OF,鹏华安颐C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
013537.OF,鹏华稳华90天滚动持有C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
013536.OF,鹏华稳华90天滚动持有A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
012111.OF,鹏华安颐A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
012055.OF,鹏华安康一年持有C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
012054.OF,鹏华安康一年持有A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
013518.OF,易方达悦浦一年持有C,易方达基金,纯债/其他,0.0,0,0,0.0,是
013517.OF,易方达悦浦一年持有A,易方达基金,纯债/其他,0.0,0,0,0.0,是
012786.OF,鹏华品质精选C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
012301.OF,易方达核心智造,易方达基金,纯债/其他,0.0,0,0,0.0,是
013353.OF,鹏华上华一年持有A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
012785.OF,鹏华品质精选A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
013354.OF,鹏华上华一年持有C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
011894.OF,易方达长期价值C,易方达基金,纯债/其他,0.0,0,0,0.0,是
011891.OF,易方达先锋成长A,易方达基金,纯债/其他,0.0,0,0,0.0,是
011893.OF,易方达长期价值A,易方达基金,纯债/其他,0.0,0,0,0.0,是
011330.OF,鹏华精选群英一年持有,鹏华基金,纯债/其他,0.0,0,0,0.0,是
011892.OF,易方达先锋成长C,易方达基金,纯债/其他,0.0,0,0,0.0,是
011572.OF,鹏华安荣A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
011573.OF,鹏华安荣C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
110011.OF,易方达优质精选,易方达基金,纯债/其他,0.0,0,0,0.0,是
011576.OF,鹏华安诚A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
012822.OF,易方达悦丰一年持有C,易方达基金,纯债/其他,0.0,0,0,0.0,是
011577.OF,鹏华安诚C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
012821.OF,易方达悦丰一年持有A,易方达基金,纯债/其他,0.0,0,0,0.0,是
011568.OF,鹏华产业升级A,鹏华基金,纯债/其他,0.0,0,0,0.0,是
011569.OF,鹏华产业升级C,鹏华基金,纯债/其他,0.0,0,0,0.0,是
012346.OF,易方达港股通成长A,易方达基金,纯债/其他,0.0,0,0,0.0,是
012347.OF,易方达港股通成长C,易方达基金,纯债/其他,0.0,0,0,0.0,是
159400.SZ,科创债ETF景顺,景顺长城基金,纯债/其他,0.0,0,0,0.2,否
026961.OF,惠升添益C,惠升基金,纯债/其他,0.0,0,0,0.0,否
026484.OF,富达任远稳惠三个月持有A,富达基金,纯债/其他,0.0,0,0,0.0,否
026960.OF,惠升添益A,惠升基金,纯债/其他,0.0,0,0,0.0,否
026485.OF,富达任远稳惠三个月持有C,富达基金,纯债/其他,0.0,0,0,0.0,否
026669.OF,上银稳健睿享三个月持有C,上银基金,纯债/其他,0.0,0,0,0.0,否
026668.OF,上银稳健睿享三个月持有A,上银基金,纯债/其他,0.0,0,0,0.0,否
026986.OF,汇泉科创创业量化选股A,汇泉基金,纯债/其他,0.0,0,0,0.0,否
026987.OF,汇泉科创创业量化选股C,汇泉基金,纯债/其他,0.0,0,0,0.0,否
026890.OF,兴合产业优选A,兴合基金,纯债/其他,0.0,0,0,0.0,否
026891.OF,兴合产业优选C,兴合基金,纯债/其他,0.0,0,0,0.0,否
025851.OF,山证资管裕弘60天滚动持有C,山证资管,纯债/其他,0.0,0,0,0.0,否
026707.OF,永赢元鑫稳健多资产六个月持有A,永赢基金,纯债/其他,0.0,0,0,0.0,否
026992.OF,博时恒乐B,博时基金,纯债/其他,0.0,0,0,0.0,否
026616.OF,安信均衡致远,安信基金,纯债/其他,0.0,0,0,0.0,否
025906.OF,东方红欣享稳健多资产6个月持有A,东方红资产管理,纯债/其他,0.0,0,0,0.0,否
025907.OF,东方红欣享稳健多资产6个月持有C,东方红资产管理,纯债/其他,0.0,0,0,0.0,否
026376.OF,景顺长城衡瑞精选,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
026361.OF,财通资管双泰A,财通证券资管,纯债/其他,0.0,0,0,0.0,否
026362.OF,财通资管双泰C,财通证券资管,纯债/其他,0.0,0,0,0.0,否
025786.OF,中金科创优选C,中金基金,纯债/其他,0.0,0,0,0.0,否
026851.OF,泓德价值智选C,泓德基金,纯债/其他,0.0,0,0,0.0,否
026043.OF,华泰保兴安元A,华泰保兴基金,纯债/其他,0.0,0,0,0.0,否
026453.OF,天弘弘华C,天弘基金,纯债/其他,0.0,0,0,0.0,否
026044.OF,华泰保兴安元C,华泰保兴基金,纯债/其他,0.0,0,0,0.0,否
026452.OF,天弘弘华A,天弘基金,纯债/其他,0.0,0,0,0.0,否
026850.OF,泓德价值智选A,泓德基金,纯债/其他,0.0,0,0,0.0,否
026864.OF,苏新韵启A,苏新基金,纯债/其他,0.0,0,0,0.0,否
026621.OF,富国价值策略,富国基金,纯债/其他,0.0,0,0,0.0,否
026841.OF,华安创新动能A,华安基金,纯债/其他,0.0,0,0,0.0,否
025785.OF,中金科创优选A,中金基金,纯债/其他,0.0,0,0,0.0,否
026934.OF,鑫元周期睿选C,鑫元基金,纯债/其他,0.0,0,0,0.0,否
026933.OF,鑫元周期睿选A,鑫元基金,纯债/其他,0.0,0,0,0.0,否
026842.OF,华安创新动能C,华安基金,纯债/其他,0.0,0,0,0.0,否
026728.OF,中信保诚科技智选A,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
026729.OF,中信保诚科技智选C,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
026865.OF,苏新韵启C,苏新基金,纯债/其他,0.0,0,0,0.0,否
025850.OF,山证资管裕弘60天滚动持有A,山证资管,纯债/其他,0.0,0,0,0.0,否
026708.OF,永赢元鑫稳健多资产六个月持有C,永赢基金,纯债/其他,0.0,0,0,0.0,否
026999.OF,鑫元锦利一年定开债C,鑫元基金,纯债/其他,0.0,0,0,0.0,否
026464.OF,人保睿逸智选A,人保资产,纯债/其他,0.0,0,0,0.0,否
026465.OF,人保睿逸智选C,人保资产,纯债/其他,0.0,0,0,0.0,否
026799.OF,招商智稳优选3个月持有A,招商基金,纯债/其他,0.0,0,0,0.0,否
026800.OF,招商智稳优选3个月持有C,招商基金,纯债/其他,0.0,0,0,0.0,否
026234.OF,东财瑞兴C,东财基金,纯债/其他,0.0,0,0,0.0,否
026233.OF,东财瑞兴A,东财基金,纯债/其他,0.0,0,0,0.0,否
026575.OF,鑫元景气睿选C,鑫元基金,纯债/其他,0.0,0,0,0.0,否
026574.OF,鑫元景气睿选A,鑫元基金,纯债/其他,0.0,0,0,0.0,否
025090.OF,百嘉百裕成长A,百嘉基金,纯债/其他,0.0,0,0,0.0,否
025091.OF,百嘉百裕成长C,百嘉基金,纯债/其他,0.0,0,0,0.0,否
026500.OF,富国嘉汇C,富国基金,纯债/其他,0.0,0,0,0.0,否
026499.OF,富国嘉汇A,富国基金,纯债/其他,0.0,0,0,0.0,否
026457.OF,银华启元C,银华基金,纯债/其他,0.0,0,0,0.0,否
026710.OF,富国核心动力A,富国基金,纯债/其他,0.0,0,0,0.0,否
026711.OF,富国核心动力C,富国基金,纯债/其他,0.0,0,0,0.0,否
026456.OF,银华启元A,银华基金,纯债/其他,0.0,0,0,0.0,否
026054.OF,安信欣鑫回报C,安信基金,纯债/其他,0.0,0,0,0.0,否
026930.OF,明亚稳健配置三个月持有C,明亚基金,纯债/其他,0.0,0,0,0.0,否
026652.OF,景顺长城和熙睿安三个月持有A,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
026170.OF,华富安沣C,华富基金,纯债/其他,0.0,0,0,0.0,否
026311.OF,中信建投双颐3个月持有C,中信建投基金,纯债/其他,0.0,0,0,0.0,否
026053.OF,安信欣鑫回报A,安信基金,纯债/其他,0.0,0,0,0.0,否
026169.OF,华富安沣A,华富基金,纯债/其他,0.0,0,0,0.0,否
026310.OF,中信建投双颐3个月持有A,中信建投基金,纯债/其他,0.0,0,0,0.0,否
025360.OF,中加均衡回报A,中加基金,纯债/其他,0.0,0,0,0.0,否
026341.OF,大成招享汇智C,大成基金,纯债/其他,0.0,0,0,0.0,否
026594.OF,万家润安稳健三个月持有A,万家基金,纯债/其他,0.0,0,0,0.0,否
025361.OF,中加均衡回报C,中加基金,纯债/其他,0.0,0,0,0.0,否
026340.OF,大成招享汇智A,大成基金,纯债/其他,0.0,0,0,0.0,否
026381.OF,国泰海通善选稳健配置三个月持有C,国泰海通资管,纯债/其他,0.0,0,0,0.0,否
026947.OF,东方红周期研选A,东方红资产管理,纯债/其他,0.0,0,0,0.0,否
026595.OF,万家润安稳健三个月持有C,万家基金,纯债/其他,0.0,0,0,0.0,否
026380.OF,国泰海通善选稳健配置三个月持有A,国泰海通资管,纯债/其他,0.0,0,0,0.0,否
026268.OF,兴业臻选回报C,兴业基金,纯债/其他,0.0,0,0,0.0,否
026172.OF,景顺长城丰泽稳健C,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
026463.OF,景顺长城信优成长A,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
026171.OF,景顺长城丰泽稳健A,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
026267.OF,兴业臻选回报A,兴业基金,纯债/其他,0.0,0,0,0.0,否
026653.OF,景顺长城和熙睿安三个月持有C,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
026858.OF,景顺长城信优成长C,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
026590.OF,国泰海通稳健汇利A,国泰海通资管,纯债/其他,0.0,0,0,0.0,否
026948.OF,东方红周期研选C,东方红资产管理,纯债/其他,0.0,0,0,0.0,否
026204.OF,中欧添瑞A,中欧基金,纯债/其他,0.0,0,0,0.0,否
026634.OF,平安久瑞回报A,平安基金,纯债/其他,0.0,0,0,0.0,否
026784.OF,诺安悦鑫90天持有C,诺安基金,纯债/其他,0.0,0,0,0.0,否
026783.OF,诺安悦鑫90天持有A,诺安基金,纯债/其他,0.0,0,0,0.0,否
026205.OF,中欧添瑞C,中欧基金,纯债/其他,0.0,0,0,0.0,否
026852.OF,交银远见精选A,交银施罗德基金,纯债/其他,0.0,0,0,0.0,否
026591.OF,国泰海通稳健汇利C,国泰海通资管,纯债/其他,0.0,0,0,0.0,否
026635.OF,平安久瑞回报C,平安基金,纯债/其他,0.0,0,0,0.0,否
025974.OF,工银添悦A,工银瑞信基金,纯债/其他,0.0,0,0,0.0,否
025981.OF,工银添悦C,工银瑞信基金,纯债/其他,0.0,0,0,0.0,否
026853.OF,交银远见精选C,交银施罗德基金,纯债/其他,0.0,0,0,0.0,否
026929.OF,明亚稳健配置三个月持有A,明亚基金,纯债/其他,0.0,0,0,0.0,否
026447.OF,中欧稳泰120天持有C,中欧基金,纯债/其他,0.0,0,0,0.0,否
026446.OF,中欧稳泰120天持有A,中欧基金,纯债/其他,0.0,0,0,0.0,否
026397.OF,鹏扬科技先锋C,鹏扬基金,纯债/其他,0.0,0,0,0.0,否
025218.OF,中欧盈欣稳健6个月持有A,中欧基金,纯债/其他,0.0,0,0,0.0,否
026396.OF,鹏扬科技先锋A,鹏扬基金,纯债/其他,0.0,0,0,0.0,否
026343.OF,富国智安稳健90天持有A,富国基金,纯债/其他,0.0,0,0,0.0,否
022471.OF,兴全安养稳健养老一年持有,兴证全球基金,纯债/其他,0.0,0,0,0.0,否
026559.OF,摩根港股通宁远成长C,摩根基金,纯债/其他,0.0,0,0,0.0,否
026558.OF,摩根港股通宁远成长A,摩根基金,纯债/其他,0.0,0,0,0.0,否
026430.OF,华商核心优选A,华商基金,纯债/其他,0.0,0,0,0.0,否
026431.OF,华商核心优选C,华商基金,纯债/其他,0.0,0,0,0.0,否
026733.OF,广发成长甄选C,广发基金,纯债/其他,0.0,0,0,0.0,否
026732.OF,广发成长甄选A,广发基金,纯债/其他,0.0,0,0,0.0,否
025219.OF,中欧盈欣稳健6个月持有C,中欧基金,纯债/其他,0.0,0,0,0.0,否
026344.OF,富国智安稳健90天持有C,富国基金,纯债/其他,0.0,0,0,0.0,否
026584.OF,招商智盈优选6个月持有A,招商基金,纯债/其他,0.0,0,0,0.0,否
026970.OF,泓德裕康D,泓德基金,纯债/其他,0.0,0,0,0.0,否
026585.OF,招商智盈优选6个月持有C,招商基金,纯债/其他,0.0,0,0,0.0,否
026587.OF,光大安选平衡养老目标三年持有Y,光大保德信基金,纯债/其他,0.0,0,0,0.0,否
026778.OF,诺安智泉量化选股A,诺安基金,纯债/其他,0.0,0,0,0.0,否
026779.OF,诺安智泉量化选股C,诺安基金,纯债/其他,0.0,0,0,0.0,否
026143.OF,民生加银多元稳裕配置3个月持有C,民生加银基金,纯债/其他,0.0,0,0,0.0,否
026142.OF,民生加银多元稳裕配置3个月持有A,民生加银基金,纯债/其他,0.0,0,0,0.0,否
026887.OF,财通资管消费研选C,财通证券资管,纯债/其他,0.0,0,0,0.0,否
026507.OF,建信丰享C,建信基金,纯债/其他,0.0,0,0,0.0,否
026886.OF,财通资管消费研选A,财通证券资管,纯债/其他,0.0,0,0,0.0,否
026506.OF,建信丰享A,建信基金,纯债/其他,0.0,0,0,0.0,否
024998.OF,前海开源兴和C,前海开源基金,纯债/其他,0.0,0,0,0.0,否
026872.OF,汇添富消费新机遇A,汇添富基金,纯债/其他,0.0,0,0,0.0,否
026873.OF,汇添富消费新机遇C,汇添富基金,纯债/其他,0.0,0,0,0.0,否
026684.OF,永赢锐见成长A,永赢基金,纯债/其他,0.0,0,0,0.0,否
026685.OF,永赢锐见成长C,永赢基金,纯债/其他,0.0,0,0,0.0,否
024997.OF,前海开源兴和A,前海开源基金,纯债/其他,0.0,0,0,0.0,否
026826.OF,浦银安盛盈泰多元配置3个月持有A,浦银安盛基金,纯债/其他,0.0,0,0,0.0,否
026827.OF,浦银安盛盈泰多元配置3个月持有C,浦银安盛基金,纯债/其他,0.0,0,0,0.0,否
026239.OF,南方逸享稳健添利A,南方基金,纯债/其他,0.0,0,0,0.0,否
026240.OF,南方逸享稳健添利C,南方基金,纯债/其他,0.0,0,0,0.0,否
026731.OF,富国价值回报C,富国基金,纯债/其他,0.0,0,0,0.0,否
026730.OF,富国价值回报A,富国基金,纯债/其他,0.0,0,0,0.0,否
026801.OF,景顺长城和熙安裕三个月持有A,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
